id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
9pM28UQEdrW9qabewlgFd7,sukaalihatnya;nyakerenjosstenanjogetnya,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:11:31Z
UgxMtHHm1uGIDcdQMOx4AaABAg,Lucu ps ujungnyaaa bkin ketawaa kk😅😅😅,UCHaEzmOuxsSUgyX5ViF-XOQ,@muhammadfahrial-syafiq9264,1,2023-06-07T01:28:44Z
UgzizgE0E7NGdK-N87l4AaABAg,Ku suka kk keseruannya keren hbiiis,UCHaEzmOuxsSUgyX5ViF-XOQ,@muhammadfahrial-syafiq9264,1,2023-06-07T01:29:06Z
UgwnJAsVbk-uqcZzWw94AaABAg,Pokoknya Jogjaku kota Istimewa👌👌👍,UCOtOvUdhO9x04EpVnJ0iYIg,@feripatrianingsih6083,1,2023-06-07T04:37:05Z
9pM28UQEdrW9qabkUebvH9,akubertemudgkalian❤❤,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:12:16Z
Ugzbfet9HDjb3AZdldp4AaABAg,"Ihh pingin banget aku ke jogja ,tahun ini insya Allah",UCmS26P5RVvt9WliE_4kLf-Q,@ermagiyatunerma9722,1,2023-06-07T15:48:40Z
UgxecSKHq79X3-ZRMk14AaABAg,Lincah gemulai gawat,UCU0I1aiGUhML4K0hcX29z6Q,@PutarIQ,1,2023-05-07T12:16:58Z
UgxHwDlSnm5YreVoMKV4AaABAg,Cari Cantik ganteng❤❤❤❤❤,UCBTH_uV0RJMOZfEVWcF3kjw,@nadineyaa450,1,2023-05-07T14:49:00Z
UgwtCYoxwS3W1thXfVR4AaABAg,Kereeeen 👏👏👏👏,UCo_JtKb4k94k8F8ppZbyrgg,@catumustika4424,1,2023-05-07T15:45:30Z
9pKhDrnyw2x9r4fUrh-eZQ,enak banget y main ke Malioboro Yogyakarta,UC4V9YMs0Zbazne09z9d4PQg,@HihihiHemm-lp9ti,1,2023-06-18T00:41:25Z
Ugxu170W9brq6Qil7xF4AaABAg,Sukaaaaa banget liat joget 2anj ini,UCgmJ9NLsuGfNbnhUWcKfrvg,@pujirahayu9428,1,2023-05-05T11:11:04Z
UgxCAkYvrNDHZcEwlbZ4AaABAg,Klambine gak salin 😆,UCY-sT-J4-F7Hu7e7s97GCPA,@arofah2967,1,2023-05-05T11:09:58Z
9pKVS1cxK9H9qdzvoxVoGS,Bajunyantidakdiganti,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-07T06:41:15Z
UgzWkQ0BO_vACmQCVGF4AaABAg,💞💞💞🎀💖the best 💖🎀💞💞💞,UCQPrA_DMLN6UO9WVCYsq7aQ,@mamangtimur,1,2023-06-13T21:05:35Z
UgxpRfa89R6JSTRvvP94AaABAg,"kemarin habis dari sana tapi pas sore hujan2,,,pngn kesana lagi",UC3g09l_BKcd5p73QCDrEVSg,@fajriahnurp.7163,1,2023-05-08T00:07:21Z
UgzmSh2ygvrKLqQVqrt4AaABAg,judulnya apa,UCYGfJ27CLm7TxsmMqrP0ibQ,@indahnovianti3351,1,2023-05-08T05:23:03Z
Ugwy32iCg_uCkb-GB0l4AaABAg,❤❤,UCF3XLhoVEfh6LjGcDjXIZOw,@tienhariningsih8215,1,2023-05-08T09:00:54Z
UgwJO8zrD4c9EdypE5B4AaABAg,Keren jogetx😅,UCzFDS0nrVuTb7B6pIriK6cw,@bangalif3511,1,2023-05-08T12:35:59Z
Ugw7IyedcBNdJGWW-HJ4AaABAg,Ko asik banget ya 😅,UCB3kLr38GLf2CqYaEronI4w,@ernitaindah,1,2023-05-08T14:15:33Z
UgyKWcw_-EjULYHUn_l4AaABAg,sarafe pedot dot.,UCEWhDjVnK3znNXFCow5edow,@azizkurniawan4583,1,2023-06-17T15:04:25Z
UgxX8spwYE311SAGDjB4AaABAg,"Gemulainya terbalik..
Keren keren ❤",UCSEyVGvHa33ANQikV-ucVOA,@nurlela8200,1,2023-05-09T01:52:00Z
UgyCMDzyX8VmhnF5YOR4AaABAg,juhhhh lanang gempal...kok yo lemes ngono,UC_jDsauVKRWeIxRRZ4mJMyA,@violaalmeera6823,1,2023-05-09T07:43:56Z
9q5FN6oWEE_9qb6KdPe7qG,BilalBils,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-06T03:48:13Z
9pyFc-itJy_9qacZ6P1UnB,Terjamahkankebahasalndonesia,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:19:19Z
9q3CrhnBRs09qmW789494Z,Ajak aku dong ke kota jokja,UCc-1uF29BYEcKbly8YLQB3g,@keyshaputri3147,1,2023-06-10T14:05:13Z
UgyXWLh-4cNAjjvahuJ4AaABAg,"Untung jogetnya sama laki-laki jdi bebas dari hujatan😅, coba klo cuma cewe doang pasti bnyak mulut neziten dari kalangan kaum adam yg nyinyir dan julit😅",UCgNCfQXLJwifNJJgTWgKrNw,@terryhayatunur0223,1,2023-05-17T17:17:20Z
9q3CrhnBRs09qmWFu9k6_8,"Aku suka bet musik, a",UCc-1uF29BYEcKbly8YLQB3g,@keyshaputri3147,1,2023-06-10T14:06:25Z
UgwGTfVimCZUlxAYvwV4AaABAg,asik lo jogetnya 💃💃💃☕,UCMof6oFGUCg6-mEYB8T7Lsg,@muhammadimron8585,1,2023-05-19T21:43:15Z
Ugy3rnqgC8qGKB4mFAl4AaABAg,"Goyang nya hanya gitu"" aja dr dulu....",UC6F2aAKncegz7rAaPEkpy-w,@owrinarin3900,1,2023-05-19T17:42:02Z
UgxIqBd0CKHdotZWOoh4AaABAg,Udah zamannya org joget ²an,UCpBP-JpyR3WLHcGHtNaR6TA,@rodiyahrodiyah3487,1,2023-05-19T16:33:06Z
UgzDXlurReN_ni_H-N94AaABAg,pp p,UCmzxPgQ_TLzQ0SPIjUc7tqg,@revalnio9096,1,2023-05-19T15:10:16Z
UgykRP0aycsVvFsDIJl4AaABAg,Putus urat malu wkwk demi viral,UC4y9w1UqfdO8lWuU9EUpkrQ,@user-nr1jl6qo4d,1,2023-05-19T13:13:42Z
Ugx8Paj0idsMdSMHbyF4AaABAg,Gak ketumu kamu kak guwa ke situ sekarang dah kejawa timur lagi😢,UCUy4-d4e8wnto53Dbd5sNXQ,@FAIZALAditya-xu8cg,1,2023-05-18T15:14:00Z
Ugww80kf0kn0dw_kMb54AaABAg,PASIEN RSJ LEPAS 😂😂😂,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:01:40Z
Ugyv0bahed68HqKQcct4AaABAg,PASIEN RSJ LEPAS,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:01:52Z
UgzTDAFOHwfG4MUYmed4AaABAg,PASIEN RSJ LEPAS,UCt14-abY3dEtUYF6UAAtGWw,@auliarahman6936,1,2023-08-22T13:02:02Z
UgxyjtzMbpXxIPo3Nyt4AaABAg,Tempat nya Bikin Candu😍,UC74jL4Kh3dcO_zNCIxjviXA,@JAARI917,1,2023-08-24T11:14:12Z
9prDIkly2N69qabTGUQ2cz,kompakbgtkakaksemogasehakselalu,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:09:47Z
UgzZOWhqWRbTXiwa1dF4AaABAg,ayoo..,UCk8aVcvp8tbD1j9b79EHvAw,@RenaAnjani-me6yt,1,2023-08-27T10:41:05Z
UgwQJDpyA2Jfm67eexx4AaABAg,joss hadir subcribe,UC7aw7zx2Ptpy8kCXxaKllIA,@DarisSuanOfficialTVNews,1,2023-05-17T16:12:33Z
UgxfHLXL9hQ5OsZJMqx4AaABAg,saya suka banget liat dress yg seperti ini..cantik..,UCs8lGljfekfuBN4W1KaKZ8g,@TuanRizal-zi9wt,1,2023-05-20T13:56:27Z
UgwtbSWDm7c5XuWFbz94AaABAg,Jogja berhati nyaman ❤️❤️❤️,UCvBSkI9MERSUv8-aCfzWtyA,@marele7,1,2023-09-07T11:17:58Z
UgxfTuMJbqBGsqlpGqV4AaABAg,Aku lek omah e cerak Malioboro bilel,UCMGJAk0ty24hy5-1CNVmEpQ,@sugiyanti8150,1,2023-05-17T12:29:15Z
Ugw4DLWdZlJC-m21dAh4AaABAg,"Sehat selalu...aku ngeliat nya senang kalian begitu kompak...,",UCdgpf0b65duRKpl0A9QcuaQ,@wongkaen982,1,2023-05-16T08:13:28Z
Ugw7gHzWgILhmivCxJF4AaABAg,Penghuni Malioboro .,UCqfPNNsFRoYhotCNm45V_yA,@andrisdris2099,1,2023-05-15T19:28:32Z
UgyPKMLjMw-q4fQZp0R4AaABAg,cie lagi pacaran 🥰🥰🥰,UC8Z4eY4PQTpG2kfhGjFxJzw,@kamilaanatasya,1,2023-05-15T13:04:21Z
UgzLmCrF131rEjMD1lx4AaABAg,"jogja sekarang terlalu rame,kurang nyaman kemana mana",UCcjEFioteKKI38hSG9Xpi1w,@akhidfahrur5130,1,2023-05-11T12:55:30Z
Ugw4XnD8WS8DtjgZGKF4AaABAg,😂,UCftSriIPXnwF3-HbCXdBjDg,@Nahda_craft,1,2023-05-14T14:21:39Z
9oguqeKRUeB9qac2fFl9Eb,Jogjadahbykemajuandibandingsaya❤,UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:14:53Z
9oguqeKRUeB9qacA2M5m73,"dulu,mantaap8kereeeeenabispokoknya",UCBgPy-ARiNUyIHvjJwceI8g,@khairilana345,1,2023-06-05T23:15:54Z
UgxnNWmBhcKN1vLnPP14AaABAg,Masi mending jogja nyaman sekali,UCdNxSp9kMiDbw25p6O7zflQ,@infinixponsel451,1,2023-05-14T06:23:14Z
9oRl3ZMTKlZ9qE8cim3pyn,"Terus kalo ud ketemu, mau ngapain...🤣😁",UCUa1aLX7uY9lzpru7rYLC-Q,@yudimartono705,1,2023-05-27T20:26:32Z
9oRl3ZMTKlZ9qJrVRk0SB4,😁🤣🤭👍🏻,UCUa1aLX7uY9lzpru7rYLC-Q,@yudimartono705,1,2023-05-30T01:43:34Z
